cartodb_id,the_geom,type,year,latitude,longitude
34,0101000020E6100000C6F8307BD9955EC025C9737D1FCE4740,Fire,2015,47.610336,-122.341399
35,0101000020E6100000EB025E66D8955EC0AF22A30392CE4740,Fire,2015,47.613831,-122.341333
36,0101000020E6100000FE9E58A7CA955EC0C2853C821BCF4740,Fire,2015,47.618027,-122.340494
37,0101000020E610000087889B53C9955EC0B1A4DC7D8ECD4740,Fire,2015,47.605911,-122.340413
38,0101000020E61000003D44A33B88955EC0212235ED62D84740,Fire,2015,47.690519,-122.33644
39,0101000020E6100000DC4944F817955EC0B01EF7ADD6C54740,Fire,2015,47.545614,-122.329588
40,0101000020E61000006AFAEC80EB945EC046CEC29E76CE4740,Fire,2015,47.612995,-122.326874
41,0101000020E610000037A8FDD64E945EC0984C158C4AC64740,Fire,2015,47.54915,-122.317312
42,0101000020E610000037A8FDD64E945EC0984C158C4AC64740,Fire,2015,47.54915,-122.317312
43,0101000020E610000019A9F7544E945EC0508BC1C3B4CB4740,Fire,2015,47.591454,-122.317281
44,0101000020E6100000A6D0798D5D925EC07EFD101B2CC84740,Fire,2015,47.563846,-122.28696
45,0101000020E610000076E09C11A59A5EC01B9C887E6DC94740,Fire,2015,47.573654,-122.416325
46,0101000020E6100000C0B0FCF9B6985EC0F3C7B4368DD14740,Fire,2015,47.637122,-122.386168
47,0101000020E61000008F1D54E23A975EC05298F738D3C64740,Fire,2015,47.553321,-122.362969
48,0101000020E6100000F54C2F3196965EC08CBE823463DD4740,Fire,2015,47.72959,-122.352917
49,0101000020E61000003F3A75E5B3955EC0EACBD24ECDCD4740,Fire,2015,47.607828,-122.339105
50,0101000020E610000086E7A56263955EC0BC96900F7ACC4740,Fire,2015,47.597475,-122.334191
51,0101000020E61000001A88653387945EC072C5C551B9CD4740,Fire,2015,47.607218,-122.320752
52,0101000020E6100000F54718062C945EC0C72DE6E786CE4740,Fire,2015,47.613492,-122.315187
53,0101000020E6100000F7EAE3A1EF935EC0CB0F5CE509C64740,Fire,2015,47.547177,-122.311501
54,0101000020E61000008BFED0CC93925EC09C6F44F7ACC54740,Fire,2015,47.544341,-122.290271
55,0101000020E610000046088F368E925EC0A5A0DB4B1AC94740,Fire,2015,47.571115,-122.28993
56,0101000020E61000008C4CC0AF91995EC05B44149337D44740,Fire,2015,47.657946,-122.399517
57,0101000020E61000000D501A6A14985EC03ED00A0C59C74740,Fire,2015,47.557405,-122.376246
58,0101000020E610000008AD872F13985EC02992AF0452D24740,Fire,2015,47.643128,-122.376171
59,0101000020E6100000342BDB87BC955EC009C03FA54ACE4740,Fire,2015,47.611653,-122.339632
60,0101000020E6100000C5C6BC8E38955EC04B94BDA59CCF4740,Fire,2015,47.621968,-122.331577
61,0101000020E6100000A87004A914955EC09FE8BAF083CD4740,Fire,2015,47.605589,-122.329386
62,0101000020E61000009E25C808A8945EC028F4FA93F8D64740,Fire,2015,47.679461,-122.322756
63,0101000020E610000056BABBCE86945EC0A4E2FF8EA8D44740,Fire,2015,47.661394,-122.320728
64,0101000020E610000053CBD6FA22945EC0E99D0AB8E7CF4740,Fire,2015,47.624259,-122.314635
65,0101000020E610000053CBD6FA22945EC0E99D0AB8E7CF4740,Fire,2015,47.624259,-122.314635
66,0101000020E6100000F2EF332E1C945EC0C616821C94CE4740,Fire,2015,47.613895,-122.31422
67,0101000020E6100000F8C610001C945EC0D881734694CE4740,Fire,2015,47.6139,-122.314209
68,0101000020E610000072C119FCFD935EC07EFD101B2CCA4740,Fire,2015,47.579471,-122.312377
69,0101000020E61000000D37E0F3C3985EC059A4897780D54740,Fire,2015,47.667983,-122.38696
70,0101000020E6100000E2B19FC552985EC06518778368D54740,Fire,2015,47.667252,-122.380052
71,0101000020E610000013F3ACA415985EC00C957F2DAFD44740,Fire,2015,47.661596,-122.376321
72,0101000020E6100000D0807A336A975EC0C190D5AD9EC34740,Fire,2015,47.52828,-122.365857
73,0101000020E610000079211D1EC2965EC03CF9F4D896D14740,Fire,2015,47.637416,-122.355598
74,0101000020E61000008B70935165965EC023A46E675FD34740,Fire,2015,47.651349,-122.349934
75,0101000020E61000003C4F3C670B965EC0ACE4637781CE4740,Fire,2015,47.613326,-122.344446
76,0101000020E61000007BDD2230D6955EC0A873452921CE4740,Fire,2015,47.610387,-122.341198
77,0101000020E6100000C2BD326FD5955EC0F4DC425722CE4740,Fire,2015,47.610423,-122.341152
78,0101000020E6100000342BDB87BC955EC009C03FA54ACE4740,Fire,2015,47.611653,-122.339632
79,0101000020E6100000D3669C86A8955EC0662E7079ACC94740,Fire,2015,47.575576,-122.338411
80,0101000020E6100000B4AB90F293955EC0B5A9BA4736C54740,Fire,2015,47.540719,-122.337155
81,0101000020E6100000191BBAD91F955EC00114234BE6CE4740,Fire,2015,47.616403,-122.330069
82,0101000020E6100000373465A71F955EC07497C45911CF4740,Fire,2015,47.617717,-122.330057
83,0101000020E6100000CD3AE3FBE2945EC0DCD5ABC8E8CC4740,Fire,2015,47.600854,-122.326354
84,0101000020E6100000C007AF5DDA945EC07CED992501DA4740,Fire,2015,47.70316,-122.325828
85,0101000020E6100000C66D3480B7945EC0D942908312CE4740,Fire,2015,47.60994,-122.3237
86,0101000020E610000060CD018239945EC03F0114234BC84740,Fire,2015,47.564793,-122.31601
87,0101000020E610000009A4C4AEED935EC07FBDC282FBD34740,Fire,2015,47.656113,-122.311382
88,0101000020E6100000B804E09F52925EC014419C8713DC4740,Fire,2015,47.719346,-122.286293
89,0101000020E61000000C40A374E9905EC0B64AB0389CC54740,Fire,2015,47.54383,-122.264249
90,0101000020E610000053CF8250DE905EC0AC02B5183CD64740,Fire,2015,47.673709,-122.263569
91,0101000020E61000004145D5AF74975EC030F1475167D84740,Fire,2015,47.690653,-122.366497
92,0101000020E610000039471D1D57975EC0511212691BD94740,Fire,2015,47.696149,-122.364692
93,0101000020E6100000B9C1508715965EC01F1494A295DD4740,Fire,2015,47.731129,-122.345064
94,0101000020E610000071E82D1EDE955EC01F300F99F2CD4740,Fire,2015,47.608966,-122.341682
95,0101000020E610000042226DE34F955EC0E8120EBDC5CF4740,Fire,2015,47.623222,-122.333001
96,0101000020E6100000BFB5132521955EC0709A3E3BE0D44740,Fire,2015,47.663093,-122.330148
97,0101000020E6100000F6ED2422FC945EC090831266DACE4740,Fire,2015,47.61604,-122.327889
98,0101000020E6100000BB7F2C4487945EC05454FD4AE7CD4740,Fire,2015,47.608621,-122.320756
99,0101000020E6100000527DE71725945EC0B131AF230EC94740,Fire,2015,47.570744,-122.314764
100,0101000020E6100000E2033BFE0B945EC0A60BB1FA23D44740,Fire,2015,47.657348,-122.313232
101,0101000020E61000008B53AD8559935EC08D0A9C6C03CD4740,Fire,2015,47.601667,-122.302339
102,0101000020E61000004B5B5CE333925EC0E55E605628D04740,Fire,2015,47.626231,-122.284417
103,0101000020E61000006F8099EFE0915EC0BBED42739DD04740,Fire,2015,47.629805,-122.279354
104,0101000020E610000047718E3A3A995EC00A68226C78C24740,Fire,2015,47.5193,-122.394179
105,0101000020E610000086376BF0BE965EC08AE6012CF2CF4740,Fire,2015,47.624578,-122.355404
106,0101000020E610000039B4C876BE965EC09161156F64D04740,Fire,2015,47.628065,-122.355375
107,0101000020E6100000DE205A2BDA955EC04371C79BFCD24740,Fire,2015,47.648334,-122.341441
108,0101000020E6100000EB19C231CB955EC027C11BD2A8CE4740,Fire,2015,47.614527,-122.340527
109,0101000020E6100000EB19C231CB955EC027C11BD2A8CE4740,Fire,2015,47.614527,-122.340527
110,0101000020E610000084471B47AC955EC0A0A696ADF5D34740,Fire,2015,47.655935,-122.33864
111,0101000020E6100000B2B8FFC874955EC0009013268CCE4740,Fire,2015,47.613652,-122.335253
112,0101000020E6100000C4CC3E8F51955EC0B37C5D86FFCE4740,Fire,2015,47.617173,-122.333103
113,0101000020E61000006346787B10955EC0249C16BCE8CD4740,Fire,2015,47.608665,-122.329131
114,0101000020E6100000C007AF5DDA945EC07CED992501DA4740,Fire,2015,47.70316,-122.325828
115,0101000020E6100000C0081A3389945EC0378DEDB5A0CD4740,Fire,2015,47.606467,-122.320874
116,0101000020E6100000E6B2D1393F945EC0E6CAA0DAE0D44740,Fire,2015,47.663112,-122.316359
117,0101000020E610000009A4C4AEED935EC07FBDC282FBD34740,Fire,2015,47.656113,-122.311382
118,0101000020E610000009A4C4AEED935EC07FBDC282FBD34740,Fire,2015,47.656113,-122.311382
119,0101000020E6100000849B8C2AC3915EC0813E912749C74740,Fire,2015,47.55692,-122.277537
120,0101000020E6100000C79BFC169D905EC0C3BB5CC477C24740,Fire,2015,47.51928,-122.259588
121,0101000020E61000001C78B5DC99995EC04F3BFC3559D14740,Fire,2015,47.635535,-122.400016
122,0101000020E6100000806264C91C985EC0AB5AD2510EDA4740,Fire,2015,47.703562,-122.376757
123,0101000020E61000000EDB166536975EC048C49448A2CF4740,Fire,2015,47.62214,-122.362695
124,0101000020E6100000D00D4DD9E9965EC061FC34EECDCF4740,Fire,2015,47.623472,-122.358023
125,0101000020E6100000444E5FCFD7965EC06CCD565EF2CF4740,Fire,2015,47.624584,-122.356922
126,0101000020E6100000FEEF880AD5965EC0E84EB0FF3ACF4740,Fire,2015,47.618988,-122.356753
127,0101000020E6100000605AD427B9955EC04FE61F7D93CE4740,Fire,2015,47.613876,-122.339426
128,0101000020E61000001EC18D942D955EC0F7C8E6AA79D04740,Fire,2015,47.628713,-122.330907
129,0101000020E61000003D0E83F92B955EC05C3B511212CD4740,Fire,2015,47.602114,-122.330809
130,0101000020E61000007F315BB22A955EC0B1C398F4F7CE4740,Fire,2015,47.616942,-122.330731
131,0101000020E6100000FEEE1D3526955EC06A317898F6CD4740,Fire,2015,47.609088,-122.330457
132,0101000020E610000039B69E211C955EC07D23BA675DCD4740,Fire,2015,47.604413,-122.329842
133,0101000020E6100000E17EC00303955EC0632AFD84B3D74740,Fire,2015,47.685166,-122.328309
134,0101000020E6100000DC679599D2945EC0A48D23D6E2D94740,Fire,2015,47.702235,-122.325354
135,0101000020E61000002B4CDF6B08945EC0419C871398D64740,Fire,2015,47.676516,-122.313014
136,0101000020E610000026C3F17C06945EC0213CDA3862C34740,Fire,2015,47.526435,-122.312896
137,0101000020E610000026C3F17C06945EC0213CDA3862C34740,Fire,2015,47.526435,-122.312896
138,0101000020E61000009E245D33F9935EC0AF94658863DB4740,Fire,2015,47.713975,-122.312085
139,0101000020E610000002486DE2E4925EC06B0DA5F622C84740,Fire,2015,47.563567,-122.29522
140,0101000020E6100000CC5EB69DB6925EC0E01115AA9BCB4740,Fire,2015,47.590688,-122.292396
141,0101000020E61000009C86A8C29F925EC01D56B8E523C94740,Fire,2015,47.571408,-122.291001
142,0101000020E6100000A3ACDF4C4C925EC03C8386FE09C44740,Fire,2015,47.531555,-122.285907
143,0101000020E6100000A3E716BA12925EC0912BF52C08C74740,Fire,2015,47.554937,-122.282393
144,0101000020E61000005CCAF962EF905EC0FB96395D16C34740,Fire,2015,47.52412,-122.264611
145,0101000020E610000083A3E4D539995EC03B8908FF22CA4740,Fire,2015,47.579193,-122.394155
146,0101000020E6100000DF50F86C1D985EC005DD5ED218D94740,Fire,2015,47.69607,-122.376796
147,0101000020E6100000EC4CA1F31A985EC0F3583332C8D54740,Fire,2015,47.670172,-122.376645
148,0101000020E6100000ACE4637781975EC0DBC01DA853C24740,Fire,2015,47.518178,-122.367277
149,0101000020E61000009161156F64975EC0E4839ECDAAC74740,Fire,2015,47.5599,-122.365505
150,0101000020E61000009CFC169D2C975EC068075C57CCC24740,Fire,2015,47.521861,-122.362098
151,0101000020E6100000DBA6785C54965EC00BF148BC3CCF4740,Fire,2015,47.619041,-122.348899
152,0101000020E61000004206F2ECF2955EC093FC885FB1CE4740,Fire,2015,47.614788,-122.342952
153,0101000020E6100000A2EBC20FCE955EC087F9F202ECCD4740,Fire,2015,47.608765,-122.340702
154,0101000020E61000000EA2B5A2CD955EC0FDA204FD85D44740,Fire,2015,47.660339,-122.340676
155,0101000020E61000000EA2B5A2CD955EC0FDA204FD85D44740,Fire,2015,47.660339,-122.340676
156,0101000020E610000026DF6C7363955EC023DDCF29C8CB4740,Fire,2015,47.592046,-122.334195
157,0101000020E610000043739D465A955EC02AC8CF46AECD4740,Fire,2015,47.606881,-122.333635
158,0101000020E6100000EE5C18E945955EC0A3EA573A1FD04740,Fire,2015,47.625953,-122.332392
159,0101000020E61000004A44F81741955EC0F5A10BEA5BDA4740,Fire,2015,47.70593,-122.332098
160,0101000020E6100000051555BFD2945EC07B6649809ACE4740,Fire,2015,47.61409,-122.325363
161,0101000020E610000062BB7B80EE925EC0A60C1CD0D2CD4740,Fire,2015,47.607996,-122.295807
162,0101000020E6100000AFB0E07EC0925EC0CDCEA2772ACA4740,Fire,2015,47.579421,-122.292999
163,0101000020E6100000A7CCCD37A2925EC071C6302768C74740,Fire,2015,47.557866,-122.291151
164,0101000020E61000009C86A8C29F925EC01D56B8E523C94740,Fire,2015,47.571408,-122.291001
165,0101000020E610000011FC6F253B915EC04F965AEF37D84740,Fire,2015,47.689207,-122.269235
166,0101000020E61000004E62105839975EC0C72DE6E786D64740,Fire,2015,47.675992,-122.362875
167,0101000020E610000040A54A94BD965EC05A492BBEA1D84740,Fire,2015,47.692436,-122.355321
168,0101000020E61000001B2E724F57965EC09AEC9FA701CF4740,Fire,2015,47.617238,-122.349079
169,0101000020E6100000EDB776A224965EC065C746205ED34740,Fire,2015,47.65131,-122.345986
170,0101000020E61000001CCD91955F955EC09F3C2CD49ACE4740,Fire,2015,47.6141,-122.333959
171,0101000020E6100000A9674128EF945EC06C98A1F144CE4740,Fire,2015,47.611479,-122.327097
172,0101000020E6100000462575029A945EC0DC2C5E2C0CC54740,Fire,2015,47.539434,-122.3219
173,0101000020E610000056BABBCE86945EC0999CDA19A6D44740,Fire,2015,47.661319,-122.320728
174,0101000020E610000067BAD7497D945EC0147AFD497CD84740,Fire,2015,47.691293,-122.320147
175,0101000020E6100000B43A394371945EC07A8D5DA27ACD4740,Fire,2015,47.605305,-122.319413
176,0101000020E61000009FAF592E1B945EC00056478E74D44740,Fire,2015,47.659807,-122.314159
177,0101000020E610000086E8103812945EC0D732198EE7CF4740,Fire,2015,47.624254,-122.313612
178,0101000020E610000085402E71E4935EC0292504ABEAC74740,Fire,2015,47.561849,-122.310818
179,0101000020E61000009468C9E369925EC06B9DB81CAFCC4740,Fire,2015,47.599094,-122.287713
180,0101000020E610000094C2BCC799915EC09198A0866FC54740,Fire,2015,47.542466,-122.275011
181,0101000020E6100000E751F17F47915EC01D5A643BDFC34740,Fire,2015,47.53025,-122.269989
182,0101000020E6100000295B24ED46985EC0511553E927D64740,Fire,2015,47.673093,-122.379329
183,0101000020E6100000F06AB93313985EC00CCA349A5CD24740,Fire,2015,47.643451,-122.376172
184,0101000020E6100000809F71E140975EC08E739B70AFD84740,Fire,2015,47.692854,-122.363335
185,0101000020E6100000F91400E319975EC041B7973446C54740,Fire,2015,47.541205,-122.360955
186,0101000020E6100000645B069CA5965EC0D39FFD4811CF4740,Fire,2015,47.617715,-122.353858
187,0101000020E6100000DDCD531D72965EC069C70DBF9BD04740,Fire,2015,47.629753,-122.350715
188,0101000020E610000061C3D32B65965EC0A3AF20CD58D64740,Fire,2015,47.674585,-122.349925
189,0101000020E6100000D0ED258DD1955EC0095053CBD6CE4740,Fire,2015,47.61593,-122.340915
190,0101000020E6100000E4A3C519C3955EC09EB12FD978CE4740,Fire,2015,47.613063,-122.340033
191,0101000020E610000086E7A56263955EC0E6CB0BB08FCC4740,Fire,2015,47.598135,-122.334191
192,0101000020E6100000CE5147C7D5945EC0EA3C2AFEEFCE4740,Fire,2015,47.616699,-122.325548
193,0101000020E6100000360186E5CF945EC078094E7D20C94740,Fire,2015,47.571304,-122.325189
194,0101000020E610000010E7E104A6945EC07923F3C81FD44740,Fire,2015,47.65722,-122.322633
195,0101000020E6100000E4839ECDAA935EC042AF3F89CFCF4740,Fire,2015,47.623521,-122.3073
196,0101000020E6100000925852EE3E935EC0CDE847C329D54740,Fire,2015,47.665337,-122.300716
197,0101000020E61000001AA88C7F9F925EC083DA6FED44C94740,Fire,2015,47.572416,-122.290985
198,0101000020E61000005BB1BFEC9E925EC0A0FA07910CC54740,Fire,2015,47.539446,-122.29095
199,0101000020E6100000F355F2B1BB915EC0CFA2772AE0D44740,Fire,2015,47.663091,-122.277081
200,0101000020E610000011E15F048D915EC0DF4F8D976EC24740,Fire,2015,47.519,-122.274232
201,0101000020E6100000B6114F7633915EC0CAFACDC474C74740,Fire,2015,47.558251,-122.268766
202,0101000020E6100000E2B19FC552985EC06518778368D54740,Fire,2015,47.667252,-122.380052
203,0101000020E6100000BD546CCCEB975EC08C65FA25E2D14740,Fire,2015,47.639714,-122.373767
204,0101000020E6100000E2B19FC552965EC08F72309B00CF4740,Fire,2015,47.617206,-122.348802
205,0101000020E61000002AC6F99B50965EC0B1169F0260CE4740,Fire,2015,47.612305,-122.34867
206,0101000020E6100000FEEE1D3526955EC06A317898F6CD4740,Fire,2015,47.609088,-122.330457
207,0101000020E6100000A9674128EF945EC06C98A1F144CE4740,Fire,2015,47.611479,-122.327097
208,0101000020E610000066FA25E2AD945EC00DFE7E315BCE4740,Fire,2015,47.612158,-122.323113
209,0101000020E61000007EFFE6C589945EC0F435CB65A3CF4740,Fire,2015,47.622174,-122.320909
210,0101000020E6100000E527D53E1D945EC02EE6E786A6D44740,Fire,2015,47.661332,-122.314285
211,0101000020E6100000605969520A945EC0E76D6C76A4D44740,Fire,2015,47.661269,-122.31313
212,0101000020E6100000A8DF85ADD9935EC0812381069BCE4740,Fire,2015,47.614106,-122.310161
213,0101000020E6100000C7D5C8AEB4925EC00531D0B52FC84740,Fire,2015,47.563956,-122.292278
214,0101000020E61000008BFED0CC93925EC09C6F44F7ACC54740,Fire,2015,47.544341,-122.290271
215,0101000020E61000006551D845D1975EC089B7CEBF5DC84740,Fire,2015,47.565361,-122.372148
216,0101000020E61000007BDD2230D6955EC0A873452921CE4740,Fire,2015,47.610387,-122.341198
217,0101000020E6100000C287122D79955EC01D1D5723BBCE4740,Fire,2015,47.615086,-122.335521
218,0101000020E6100000F33977BB5E955EC07D3ECA880BDA4740,Fire,2015,47.703477,-122.333907
219,0101000020E6100000C37E4FAC53955EC0A5DAA7E331CD4740,Fire,2015,47.603085,-122.333232
220,0101000020E61000006ADC9BDF30955EC0FB3F87F9F2D84740,Fire,2015,47.694915,-122.331108
221,0101000020E6100000FEEE1D3526955EC06A317898F6CD4740,Fire,2015,47.609088,-122.330457
222,0101000020E6100000CD3AE3FBE2945EC0DCD5ABC8E8CC4740,Fire,2015,47.600854,-122.326354
223,0101000020E6100000F0517FBDC2945EC019A9F7544ED94740,Fire,2015,47.697703,-122.324386
224,0101000020E6100000105CE50984945EC0AC38D55A98CD4740,Fire,2015,47.606212,-122.320559
225,0101000020E6100000E527D53E1D945EC02EE6E786A6D44740,Fire,2015,47.661332,-122.314285
226,0101000020E6100000E527D53E1D945EC02EE6E786A6D44740,Fire,2015,47.661332,-122.314285
227,0101000020E610000064CBF27519945EC0CB14731074CE4740,Fire,2015,47.612917,-122.314054
228,0101000020E6100000D7135D177E935EC0156F641EF9D34740,Fire,2015,47.65604,-122.304571
229,0101000020E6100000DFE00B93A9995EC0F81A82E332D24740,Fire,2015,47.642178,-122.400975
230,0101000020E6100000DFE00B93A9995EC0F81A82E332D24740,Fire,2015,47.642178,-122.400975
231,0101000020E61000001749BBD1C7985EC07022FAB5F5C54740,Fire,2015,47.546561,-122.387196
232,0101000020E6100000BADC60A8C3985EC0AC915D6919C74740,Fire,2015,47.555463,-122.386942
233,0101000020E6100000B39AAE27BA975EC098DC28B2D6C84740,Fire,2015,47.569052,-122.370737
234,0101000020E6100000F415A4198B975EC0904946CEC2D44740,Fire,2015,47.662195,-122.367865
235,0101000020E610000047718E3A3A965EC00FB4024356D94740,Fire,2015,47.697945,-122.347304
236,0101000020E6100000A5F44C2F31965EC04FC939B187CE4740,Fire,2015,47.613516,-122.346752
237,0101000020E6100000342BDB87BC955EC009C03FA54ACE4740,Fire,2015,47.611653,-122.339632
238,0101000020E61000003E213B6F63955EC09CA223B9FCCB4740,Fire,2015,47.59365,-122.334194
239,0101000020E6100000F3E8465854955EC062BA10AB3FCC4740,Fire,2015,47.595693,-122.333273
240,0101000020E6100000B1170AD80E955EC09A40118B18C44740,Fire,2015,47.531999,-122.329031
241,0101000020E61000005F97E13FDD945EC0F6B6990AF1DA4740,Fire,2015,47.710481,-122.326004
242,0101000020E61000001F69705B5B945EC03ECA880B40CD4740,Fire,2015,47.603517,-122.318076
243,0101000020E610000033DFC14F1C945EC0AC3B16DBA4CE4740,Fire,2015,47.614406,-122.314228
244,0101000020E6100000EE21E17B7F935EC0F6251B0FB6D44740,Fire,2015,47.661806,-122.304656
245,0101000020E610000000AC8E1CE9925EC04D124BCADDCF4740,Fire,2015,47.623956,-122.295478
246,0101000020E6100000D63A71395E9A5EC0FDBFEAC891D24740,Fire,2015,47.645074,-122.412001
247,0101000020E6100000DC9C4A0680995EC0A54A94BDA5D44740,Fire,2015,47.661308,-122.398439
248,0101000020E6100000904FC8CEDB965EC046088F368ED24740,Fire,2015,47.644965,-122.357166
249,0101000020E6100000247CEF6FD0965EC0C6504EB4ABC24740,Fire,2015,47.520865,-122.356472
250,0101000020E61000005D70067FBF965EC015A930B610DA4740,Fire,2015,47.703635,-122.355438
251,0101000020E6100000E4A3C519C3955EC09EB12FD978CE4740,Fire,2015,47.613063,-122.340033
252,0101000020E61000000FB9196EC0955EC0BEDBBC7152D04740,Fire,2015,47.627516,-122.33987
253,0101000020E6100000605AD427B9955EC04FE61F7D93CE4740,Fire,2015,47.613876,-122.339426
254,0101000020E6100000E44C13B69F955EC029E9616875CE4740,Fire,2015,47.612958,-122.337873
255,0101000020E61000009CC420B072955EC0A9F7544E7BCA4740,Fire,2015,47.581888,-122.335125
256,0101000020E6100000E10CFE7E31955EC018D2E1218CCD4740,Fire,2015,47.605839,-122.331146
257,0101000020E6100000170E846401955EC0DB19A6B6D4CD4740,Fire,2015,47.608054,-122.32821
258,0101000020E6100000CA6DFB1EF5945EC0E223624A24C94740,Fire,2015,47.57142,-122.327461
259,0101000020E6100000242BBF0CC6945EC0AAF06778B3DA4740,Fire,2015,47.708602,-122.324588
260,0101000020E6100000DE21C50089945EC09D2D20B41EDC4740,Fire,2015,47.719687,-122.320862
261,0101000020E6100000A73B4F3C67945EC07460394206D44740,Fire,2015,47.656441,-122.318801
262,0101000020E61000009B70AFCC5B945EC0E89FE06245CD4740,Fire,2015,47.60368,-122.318103
263,0101000020E61000007AFF1F274C945EC0BFD18E1B7EC74740,Fire,2015,47.558536,-122.317148
264,0101000020E610000035EB8CEF8B925EC0B5FD2B2B4DCA4740,Fire,2015,47.58048,-122.289791
265,0101000020E61000004F965AEF37925EC02F1686C8E9D54740,Fire,2015,47.671197,-122.284664
266,0101000020E6100000E99E758D96985EC0F418E59997C74740,Fire,2015,47.559314,-122.384189
267,0101000020E61000008AADA06989985EC055A52DAEF1D34740,Fire,2015,47.655813,-122.383387
268,0101000020E6100000DC0E0D8B51985EC0B16F2711E1C14740,Fire,2015,47.514681,-122.379977
269,0101000020E61000007B9FAA4203985EC02481069B3AC54740,Fire,2015,47.540851,-122.375199
270,0101000020E61000009817601F9D975EC053CF8250DED14740,Fire,2015,47.639597,-122.368965
271,0101000020E61000007BDD2230D6965EC00B28D4D347D04740,Fire,2015,47.627192,-122.356823
272,0101000020E6100000F355F2B1BB965EC01BBAD91F28CF4740,Fire,2015,47.618412,-122.355206
273,0101000020E6100000083A5AD592955EC05EF23FF9BBCD4740,Fire,2015,47.607299,-122.337087
274,0101000020E6100000C39E76F86B955EC0C43F6CE9D1CE4740,Fire,2015,47.615781,-122.334715
275,0101000020E6100000EA07759142955EC0B492567C43CD4740,Fire,2015,47.603622,-122.332188
276,0101000020E6100000001DE6CB0B955EC06825ADF886CE4740,Fire,2015,47.613494,-122.328845
277,0101000020E610000015ADDC0BCC935EC0FA5E43705CD84740,Fire,2015,47.690321,-122.309329
278,0101000020E6100000FF756EDA8C935EC051888043A8D44740,Fire,2015,47.661385,-122.305472
279,0101000020E6100000EE21E17B7F935EC0F6251B0FB6D44740,Fire,2015,47.661806,-122.304656
280,0101000020E6100000D7A6B1BD16935EC0F86C1D1CECC94740,Fire,2015,47.577518,-122.298263
